DCA License Number,Business Name,Business Name 2,Industry,Event Type,Event Date,Status
0966745-DCA,,,Home Improvement Salesperson,Suspended,2/7/2001,Inactive
1046339-DCA,ALMOUSA GROCERY CORP.,,Tobacco Retail Dealer,Revoked,2/8/2001,Inactive
0850409-DCA,MARTINEZ 131-10 AUTO CORP.,J & J AUTO REPAIR,Tow Truck Company,Surrendered,2/15/2001,Inactive
0968672-DCA,,,Tow Truck Driver,Suspended,2/20/2001,Inactive
0863169-DCA,,,Tow Truck Driver,Revoked,3/5/2001,Inactive
1072355-DCA,NOR-HEIGHT MOBIL INC.,,Tobacco Retail Dealer,Revoked,3/7/2001,Inactive
0974067-DCA,"CROMWELL HILL BUILDERS, INC.",HOME IMPROVEMENT CITY,Home Improvement Contractor,Revoked,3/15/2001,Inactive
1068738-DCA,"SHAHROUR, MOHAMMED",IN & OUT MINI MARKET,Tobacco Retail Dealer,Revoked,3/19/2001,Inactive
0853737-DCA,"BOB'S AUTO GALLERY, INC.",,Tow Truck Company,Surrendered,3/21/2001,Inactive
0989250-DCA,XIA ROOFING CORP.,,Home Improvement Contractor,Suspended,3/23/2001,Inactive
0991669-DCA,BIG APPLE BUILDERS & RENOVATOR,,Home Improvement Contractor,Suspended,3/23/2001,Inactive
0929183-DCA,"CITI TOWING, INC.",,Tow Truck Company,Suspended,3/28/2001,Inactive
0897941-DCA,KEN BEN INDUSTRIES,,Secondhand Dealer - Auto,Suspended,3/29/2001,Inactive
0963630-DCA,"CANDIDO, BATISTA",BATISTA'S PARKING,Garage,Revoked,3/29/2001,Inactive
0920085-DCA,514 WEST CORP.,,Parking Lot,Suspended,4/16/2001,Inactive
0911564-DCA,"HOME REMODELING SERVICES, INC.",,Home Improvement Contractor,Suspended,4/18/2001,Inactive
0999612-DCA,NI BAC CORP.,,Home Improvement Contractor,Suspended,4/18/2001,Inactive
1042678-DCA,"ALMOHAMADI, JAMAL M",J & J GOURMET & CANDY,Tobacco Retail Dealer,Surrendered,4/25/2001,Inactive
0908772-DCA,GREENLINE FARM CORP,,Stoop Line Stand,Suspended,4/26/2001,Inactive
0983218-DCA,EASTERN HOME INTERIORS INC.,,Home Improvement Contractor,Revoked,5/4/2001,Inactive
1042059-DCA,"LAWRENCE YOUNG DELI GROCERY, INC.",,Tobacco Retail Dealer,Surrendered,5/15/2001,Inactive
0910571-DCA,"PUBLIC PARKING, INC.",,Parking Lot,Surrendered,5/21/2001,Inactive
0980601-DCA,THIRD APPLE PARKING CORP.,,Parking Lot,Surrendered,5/21/2001,Inactive
0928685-DCA,"BARBAGALLO, ANTHONY",A BARBAGALLO GENERAL MAINTENANCE,Home Improvement Contractor,Suspended,5/31/2001,Inactive
1044353-DCA,"KAID, ADEL S",KING 1 GROCERY DELI,Tobacco Retail Dealer,Revoked,5/31/2001,Inactive
1046495-DCA,"BAABAD, TARIK T",EAST SIDE DISCOUNT,Tobacco Retail Dealer,Revoked,5/31/2001,Inactive
0930367-DCA,K & L PRODUCE CORP.,,Stoop Line Stand,Suspended,6/27/2001,Inactive
0964640-DCA,"SMITH, BRIAN",POPULAR HOME IMP. CO.,Home Improvement Contractor,Suspended,6/27/2001,Inactive
1027612-DCA,,,General Vendor,Revoked,6/27/2001,Inactive
0833177-DCA,"TEEZ MOTORS, LTD.",BIG APPLE ENTERPRISES,Tow Truck Company,Suspended,6/28/2001,Inactive
1045623-DCA,"745 SANTIAGO GROCERY, INC.",,Tobacco Retail Dealer,Surrendered,7/6/2001,Inactive
1316899-DCA,"210 FAT ALBERT WAREHOUSE, INC.",,Secondhand Dealer - General,Suspended,7/8/2001,Inactive
0981636-DCA,ROSYLN CONTRACTORS INC.,,Home Improvement Contractor,Suspended,7/23/2001,Inactive
0968432-DCA,"RELIABLE WOOD FLOORING, INC.",,Home Improvement Contractor,Suspended,8/3/2001,Inactive
0952712-DCA,TRI-STATE CLEANING & MAINTENANCE SERVICE INC.,,Home Improvement Contractor,Suspended,8/8/2001,Inactive
1062233-DCA,"HELLO CELLULAR, INC.",,Electronics Store,Suspended,8/8/2001,Inactive
0733491-DCA,"DOVER HOME IMPROVEMENTS, INC.",,Home Improvement Contractor,Suspended,10/9/2001,Inactive
0927912-DCA,"PERSAUD, STEVE P",CUSTOM DESIGN CONSULTANT,Home Improvement Contractor,Suspended,10/9/2001,Inactive
0951838-DCA,NATIONWIDE MANUFACTURERS & DES,,Home Improvement Contractor,Suspended,10/9/2001,Inactive
0952709-DCA,"CHOI, SUN HEE",CHOICE FARM,Stoop Line Stand,Suspended,10/9/2001,Inactive
1002591-DCA,RICHMOND COUNTY HOME IMPROVEMENT,,Home Improvement Contractor,Suspended,10/9/2001,Inactive
1045442-DCA,MYRTLE SMOKE SHOP CORP.,,Tobacco Retail Dealer,Revoked,10/9/2001,Inactive
1056149-DCA,JACKSON ST SERVICE STATION CORP,,Tobacco Retail Dealer,Revoked,10/9/2001,Inactive
0857876-DCA,BAYVIEW HOME IMPROVEMENT INC.,,Home Improvement Contractor,Suspended,10/22/2001,Inactive
0921277-DCA,HOME-WORKS REMODELERS INC.,,Home Improvement Contractor,Suspended,10/22/2001,Inactive
0935830-DCA,"SPAGNVOLO, AMERICO JR",SAV-ON HOME IMPROVEMENTS,Home Improvement Contractor,Suspended,10/22/2001,Inactive
0989432-DCA,J.L.M. REMODELING & CONSTRUCTION CORP.,,Home Improvement Contractor,Suspended,10/22/2001,Inactive
1051928-DCA,"ROSARIO, JORGE",ROSARIO'S GROCERY STORE,Tobacco Retail Dealer,Surrendered,10/23/2001,Inactive
0992804-DCA,"MOHAMMED, SHAFIQUE",UNIQUE CONSTRUCTION CO,Home Improvement Contractor,Revoked,10/26/2001,Inactive
1079462-DCA,"VERDEJO, CARLOS M",WHITE STONE SECOND HAND JEWELRY,Secondhand Dealer - General,Revoked,10/31/2001,Inactive
1052409-DCA,"ALMANSURY, MANSUR Y",AL-MANSURY'S NEW YORK GROCERY,Tobacco Retail Dealer,Revoked,11/1/2001,Inactive
1024546-DCA,"BEEP 2000, INC.",,Electronics Store,Suspended,11/2/2001,Inactive
1041206-DCA,"SHAH, PRAKASHEHCHANDRA",HAPPY PAPER & HANDICRAFTS,Tobacco Retail Dealer,Revoked,11/2/2001,Inactive
0834543-DCA,HOPE HOME CARE INSTITUTE INC.,,Employment Agency,Surrendered,11/21/2001,Inactive
0956406-DCA,"GOLD STAR SECURITY DOOR & WINDOW CO., INC.",,Home Improvement Contractor,Suspended,11/26/2001,Inactive
0981359-DCA,"REPEAT PERFORMANCE II ENTERPRISE, INC.",,Secondhand Dealer - Auto,Suspended,11/26/2001,Inactive
0966289-DCA,"KHADHAIR, EDWAR",EDWAR JEWELRY,Secondhand Dealer - General,Suspended,11/29/2001,Inactive
0921436-DCA,TED IS BACK HOME IMPROVEMENT CENTER INC.,TED IS BACK HOME IMPROVEMENT CENTER,Home Improvement Contractor,Suspended,12/12/2001,Inactive
0959521-DCA,"OTTLEY, RAYMOND & GIVENS, WILLIAM J",ORION HOME IMPROVEMENT CONTRACTOR,Home Improvement Contractor,Suspended,12/12/2001,Inactive
1194848-DCA,D & H FARM PRODUCTS INC.,,Tobacco Retail Dealer,Suspended,12/29/2001,Inactive
1003890-DCA,EIGHTEEN TOWING INC.,,Tow Truck Company,Suspended,1/2/2002,Inactive
0980900-DCA,"COLDWELL COMMUNICATION GROUP, INC.",,Electronics Store,Suspended,1/3/2002,Inactive
0905926-DCA,JOHN H BEYER INC,,Home Improvement Contractor,Revoked,1/25/2002,Inactive
1046719-DCA,"MELENDEZ, LUZ E.",MELENDEZ GROCERY,Tobacco Retail Dealer,Revoked,2/5/2002,Inactive
0973191-DCA,"COMMUNITY HOME IMPROVEMENT, INC.",,Home Improvement Contractor,Suspended,2/13/2002,Inactive
0989631-DCA,"JOSEPH, CARLYLE",SLEEP-RITE-MATTRESS,Secondhand Dealer - General,Suspended,2/13/2002,Inactive
0887245-DCA,TIFERES FRUIT MARKET INC,,Stoop Line Stand,Revoked,2/14/2002,Inactive
1085003-DCA,"KO, LAP CHEUNG",,Stoop Line Stand,Revoked,2/14/2002,Inactive
1071779-DCA,,,Tow Truck Driver,Revoked,2/14/2002,Inactive
0953490-DCA,BIG SCHERM CORP,,Parking Lot,Suspended,2/22/2002,Inactive
1052172-DCA,TRADITIONAL IRISH FOODS INC.,,Tobacco Retail Dealer,Suspended,2/22/2002,Inactive
0832836-DCA,"BARGE AUTO BODY, INC.",,Tow Truck Company,Suspended,3/25/2002,Inactive
0953459-DCA,T-N-T AUTO SALES USA INC,,Secondhand Dealer - Auto,Suspended,3/26/2002,Inactive
1046395-DCA,"ISMAIL, ALI M",US EXPRESS DELI,Tobacco Retail Dealer,Revoked,3/27/2002,Inactive
0833192-DCA,"SHANE'S TOWING, INC.",,Tow Truck Company,Suspended,3/28/2002,Inactive
0830036-DCA,VISUAL WINDOWS & DOORS CORP.,AVISUAL CONTRACTING & HOME REMODELERS,Home Improvement Contractor,Suspended,4/5/2002,Inactive
1007184-DCA,VL MASONRY CONSTRUCTION CORP.,,Home Improvement Contractor,Revoked,4/5/2002,Inactive
1041749-DCA,CAFFE EXPRESSO LTD.,,Tobacco Retail Dealer,Revoked,4/5/2002,Inactive
1045639-DCA,354 MALCOLM X FOOD CORP.,,Tobacco Retail Dealer,Revoked,4/10/2002,Inactive
1070126-DCA,NEW UTRECHT CONVENIENCE STORE INC.,,Tobacco Retail Dealer,Revoked,4/10/2002,Inactive
0929601-DCA,GRACIE MUSE RESTAURANT CORP.,,Sidewalk Cafe,Surrendered,4/25/2002,Inactive
0937178-DCA,ASTURIAS MEAT MARKET INC.,,Stoop Line Stand,Suspended,4/26/2002,Inactive
1030443-DCA,SUNFLOWER FOOD MARKET INC.,,Stoop Line Stand,Revoked,4/26/2002,Inactive
0915097-DCA,BROADWAY PAWNBROKER INC,,Pawnbroker,Surrendered,5/1/2002,Inactive
1029465-DCA,"SALEH, ADEL M",MANHATTAN PLAZA FOOD MART,Stoop Line Stand,Suspended,5/1/2002,Inactive
1073028-DCA,V & D PRODUCE MARKET INC,,Stoop Line Stand,Suspended,5/1/2002,Inactive
1073628-DCA,"RANA, FAQIR M.",AMERICAN MINI MARKET,Tobacco Retail Dealer,Revoked,5/2/2002,Inactive
0917774-DCA,,,Home Improvement Salesperson,Surrendered,5/6/2002,Inactive
0953915-DCA,"CRETELLA, BOSCO DANIELA & PALLIOTTA, GIOVANNI",STAR ASSOCIATED OF ITALY,Horse Drawn Cab Owner,Surrendered,5/7/2002,Inactive
0931323-DCA,IMPERIA CONSTRUCTION CORP.,,Home Improvement Contractor,Suspended,5/8/2002,Inactive
1007494-DCA,NELLY FRUIT & MEAT MARKET CORP,,Stoop Line Stand,Revoked,5/8/2002,Inactive
0977610-DCA,ZAROW ZBIGNIEW & VITO TEMPERINO COMP.,,Horse Drawn Cab Owner,Surrendered,5/15/2002,Inactive
1069629-DCA,"SS CONVENIENCE & DELI, INC.",,Tobacco Retail Dealer,Surrendered,5/16/2002,Inactive
1067749-DCA,"SHARMA, RAJ K",RAF NEWS STAND,Tobacco Retail Dealer,Surrendered,5/20/2002,Inactive
0906856-DCA,"JENNETTE, CHARLES W",CJ'S HOME IMPROVEMENTS,Home Improvement Contractor,Revoked,5/30/2002,Inactive
1075343-DCA,"ALWASIA, ABDO",149 GROCERY DELI,Tobacco Retail Dealer,Suspended,5/30/2002,Inactive
0011334-DCA,"HILL, CATHERINE W",,Newsstand,Surrendered,5/31/2002,Inactive
1084412-DCA,"HOSSAIN, MD S",,Tobacco Retail Dealer,Surrendered,6/10/2002,Inactive
0999865-DCA,"NEW YORK DELI LEX, INC.",,Stoop Line Stand,Surrendered,6/14/2002,Inactive
1083665-DCA,"RUGGERI, SALVATORE & PALIOTTA, GIOVANNI & BOSA GIUSEPPE",,Horse Drawn Cab Owner,Surrendered,6/18/2002,Inactive
0779284-DCA,,,Process Server Individual,Surrendered,6/28/2002,Inactive
1030898-DCA,DEFO RESTORATION CLEANING INC.,,Home Improvement Contractor,Surrendered,7/5/2002,Inactive
0886156-DCA,"LAMBE, MICHAEL",IRISH MASON CONSTRUCTION,Home Improvement Contractor,Suspended,7/18/2002,Inactive
1065952-DCA,"CONCOURSE PARKING, INC.",,Garage,Surrendered,8/6/2002,Inactive
1048036-DCA,"SANTIAGO, RAUL",RAUL SANTIAGO CANDY STORE,Tobacco Retail Dealer,Surrendered,8/15/2002,Inactive
1069386-DCA,"ZARIFA SERVICE STATION, INC.",,Tobacco Retail Dealer,Revoked,8/19/2002,Inactive
1118496-DCA,"CHUNG, TAI W",TAI'S GOURMET FOOD,Stoop Line Stand,Surrendered,8/26/2002,Inactive
1022179-DCA,"HILTON ELECTRONICS, INC.",HILTON ELECTRONICS INC,Electronics Store,Surrendered,8/27/2002,Inactive
1038337-DCA,"WOLF CAMERA, INC.",,Electronic & Appliance Service,Surrendered,8/30/2002,Inactive
0796771-DCA,,,Process Server Individual,Surrendered,9/10/2002,Inactive
0971820-DCA,1560 EQUITIES INC.,,Electronics Store,Suspended,9/12/2002,Inactive
1082000-DCA,"JUNG, JIN YOUNG",,Stoop Line Stand,Suspended,9/12/2002,Inactive
0984100-DCA,"VASQUEZ, FAUSTO",FAUSTO GROCERY STORE,Stoop Line Stand,Surrendered,9/16/2002,Inactive
1087207-DCA,"3379 SUPER CARNICERIA LA VECINA, INC.",,Stoop Line Stand,Surrendered,10/1/2002,Inactive
1100697-DCA,,,Process Server Individual,Revoked,11/7/2002,Inactive
1057674-DCA,"KASSEM, MOSLEH YEM",GREEN LINE GROCERY,Tobacco Retail Dealer,Surrendered,11/8/2002,Inactive
1041484-DCA,JENNIFER ALAN RAM LTD,,Tobacco Retail Dealer,Revoked,11/18/2002,Inactive
1105454-DCA,"ZOKARI, MOSAID",1926 FAMILY GROCERY STORE,Stoop Line Stand,Surrendered,11/21/2002,Inactive
1114050-DCA,PICK N MOVE INC.,,Stoop Line Stand,Surrendered,11/22/2002,Inactive
1032620-DCA,"DIAMOND GALLERY ON LEXINGTON, INC.",,Secondhand Dealer - General,Suspended,11/25/2002,Inactive
1042585-DCA,DE LEON BROTHERS INC,,Tobacco Retail Dealer,Revoked,11/25/2002,Inactive
1073956-DCA,"CHO, HOONG JOON",TOP EMPLOYMENT AGENCY,Employment Agency,Surrendered,11/29/2002,Inactive
1054294-DCA,"RASOOL, SYED A",NINA CANDY STORE,Tobacco Retail Dealer,Surrendered,12/11/2002,Inactive
0984379-DCA,"RUGGIERO, JOSEPH T & CONNORS",,Home Improvement Contractor,Surrendered,12/18/2002,Inactive
0864446-DCA,,,Sightseeing Guide,Surrendered,12/19/2002,Inactive
0856941-DCA,IMPERIAL REMODELERS INC.,,Home Improvement Contractor,Suspended,12/26/2002,Inactive
0963193-DCA,A.V.C TECH GENERAL CONTRACTING CORPORATION,,Home Improvement Contractor,Suspended,12/26/2002,Inactive
1030457-DCA,MIKE'S PRODUCE CORP.,,Stoop Line Stand,Suspended,12/26/2002,Inactive
1041632-DCA,"GAS MASTERS, INC.",,Tobacco Retail Dealer,Revoked,12/26/2002,Inactive
1042271-DCA,BASIN'S BEST DELI CORP.,,Tobacco Retail Dealer,Revoked,12/26/2002,Inactive
1119011-DCA,EAST SIDE MEAT CORP.,,Tobacco Retail Dealer,Suspended,12/26/2002,Inactive
1077255-DCA,"KIM, DUK YUL",O.K. FARM,Stoop Line Stand,Suspended,12/30/2002,Inactive
1080493-DCA,ULTIMATE BEEPERS INC.,,Electronic & Appliance Service,Revoked,12/30/2002,Inactive
0554472-DCA,ROSE CASTLE CORP.,,Catering Establishment,Surrendered,12/31/2002,Inactive
1067628-DCA,"DRAGON MOTORSPORTS, INC.",,Electronic & Appliance Service,Surrendered,1/2/2003,Inactive
1094591-DCA,UNITED COMMUNICATIONS AND TRADE CORPORATION,R.V. WIRELESS,Electronics Store,Surrendered,1/6/2003,Inactive
1074322-DCA,PETITO CONSTRUCTION COMPANY LLC,,Home Improvement Contractor,Surrendered,1/10/2003,Inactive
0981571-DCA,UNITED PROPERTY IMPROVEMENTS INC.,,Home Improvement Contractor,Suspended,1/16/2003,Inactive
0989926-DCA,"FREZZA, ANTONIO",,Home Improvement Contractor,Revoked,1/17/2003,Inactive
1110339-DCA,"SKYLINE WIRELESS GROUP, INC.",,Electronic & Appliance Service,Surrendered,1/17/2003,Inactive
1051953-DCA,"AL-SAYDEE, MOHAMMED K",M AND K GROCERY,Tobacco Retail Dealer,Revoked,1/23/2003,Inactive
1069548-DCA,"CLINTON ST. FARM, INC.",,Tobacco Retail Dealer,Revoked,1/23/2003,Inactive
1047890-DCA,"ALDAYLAM, MAHYOUB D.",AVE. D GROCERY,Tobacco Retail Dealer,Surrendered,1/27/2003,Inactive
0673340-DCA,"COLONIAL ALUMINUM SALES, INC.",,Home Improvement Contractor,Suspended,1/29/2003,Inactive
1008545-DCA,"JAMAC CONSTRUCTION, CORPORATION",,Home Improvement Contractor,Suspended,1/29/2003,Inactive
1035599-DCA,JULIO C VIDELA,,Home Improvement Contractor,Suspended,1/29/2003,Inactive
0333040-DCA,"WIEWORKA, DENNIS C",,Newsstand,Surrendered,1/31/2003,Inactive
0998971-DCA,CROYDEN CONSTRUCTION INC.,,Home Improvement Contractor,Surrendered,2/3/2003,Inactive
1056314-DCA,DUANE READE,,Tobacco Retail Dealer,Revoked,2/5/2003,Inactive
1083866-DCA,"BOUGADES, WALTER C",BOUGADES CONSTRUCTION,Home Improvement Contractor,Revoked,2/5/2003,Inactive
1083867-DCA,,,Home Improvement Salesperson,Revoked,2/5/2003,Inactive
1088266-DCA,"PLANETARY RECREATIONS, INC.",,Tobacco Retail Dealer,Surrendered,2/9/2003,Inactive
1048379-DCA,HAMDAN GROCERY CORP.,,Tobacco Retail Dealer,Revoked,2/12/2003,Inactive
1112692-DCA,H & T FOOD MARKET INC,,Tobacco Retail Dealer,Revoked,2/12/2003,Inactive
1053138-DCA,"ELAT MARKET, INC.",,Tobacco Retail Dealer,Revoked,2/18/2003,Inactive
1054062-DCA,"TWO TOOTS, INC.",,Tobacco Retail Dealer,Revoked,2/18/2003,Inactive
1103354-DCA,HOMIDAN DELI & GROCERY CORP.,,Tobacco Retail Dealer,Revoked,2/18/2003,Inactive
1098202-DCA,"RYLAND LEGAL SYSTEMS, INC.",FIRST CLASS SERVICES,Process Serving Agency,Revoked,2/19/2003,Inactive
0700117-DCA,,,Process Server Individual,Revoked,2/19/2003,Inactive
1049779-DCA,"PENA, ROBERTO",ARLENE GROCERY STORE,Tobacco Retail Dealer,Revoked,2/26/2003,Inactive
1046638-DCA,5 EAST GUNHILL EXPRESS INC,,Tobacco Retail Dealer,Revoked,2/27/2003,Inactive
1056201-DCA,"YI, HAE SOON",PITKIN FARM,Tobacco Retail Dealer,Revoked,2/27/2003,Inactive
1067487-DCA,"ALI, MUSTAFA",CEDAR AVENUE DELI,Tobacco Retail Dealer,Revoked,2/27/2003,Inactive
1051986-DCA,"SHAMI, AYESH A",A & A DELI GROCERY,Tobacco Retail Dealer,Surrendered,3/3/2003,Inactive
1010102-DCA,HUA INC.,,Stoop Line Stand,Surrendered,3/6/2003,Inactive
1120109-DCA,"ZEHADE, ABDUL A",ZEHADE NEWSSTAND,Tobacco Retail Dealer,Suspended,3/6/2003,Inactive
0891292-DCA,"WHYTE, KEITH",FAITH CONSTRUCTION,Home Improvement Contractor,Revoked,3/7/2003,Inactive
1050302-DCA,"QUEENS CENTER NEWSSTAND, INC.",,Tobacco Retail Dealer,Surrendered,3/7/2003,Inactive
1127993-DCA,CENTER PHONE INC.,,Electronics Store,Suspended,3/7/2003,Inactive
0697695-DCA,"LAZARO, ROGER",LAZARO CONTRACTING,Home Improvement Contractor,Suspended,3/17/2003,Inactive
1051369-DCA,"829 THIRD GOURMET, INC.",,Tobacco Retail Dealer,Suspended,3/17/2003,Inactive
1131103-DCA,,,Process Server Individual,Surrendered,3/17/2003,Inactive
0926478-DCA,"LAGUERRE, JAMES & LAGUERRE, JEANNINE",LAGUERRE & ASSOCIATE CO,Home Improvement Contractor,Suspended,3/28/2003,Inactive
0955025-DCA,"BERMEO, DEIFILIO",BERMEO CONTRACTING COMPANY,Home Improvement Contractor,Suspended,3/28/2003,Inactive
0981480-DCA,H. U . FARM CORP,,Stoop Line Stand,Revoked,3/28/2003,Inactive
1014785-DCA,M & M HOME CONTRACTING LLC,,Home Improvement Contractor,Suspended,3/28/2003,Inactive
1021671-DCA,COMPETITIVE SECURITY SYSTEMS & GENERAL CONTRACTING INC.,,Home Improvement Contractor,Suspended,3/28/2003,Inactive
1037501-DCA,A. WHITE CONSTRUCTION CO. INC.,,Home Improvement Contractor,Suspended,3/28/2003,Inactive
1044548-DCA,J.F. GROCERY CORP.,,Tobacco Retail Dealer,Revoked,3/28/2003,Inactive
1064648-DCA,AMBATO CONTRACTORS CORP.,,Home Improvement Contractor,Suspended,3/28/2003,Inactive
1072938-DCA,"GARCIA, VICTOR",VICTOR'S GROCERY DELI,Tobacco Retail Dealer,Revoked,3/28/2003,Inactive
1086322-DCA,WORLDWIDE COMMMUNICATIONS #1 INC,,Electronics Store,Suspended,3/28/2003,Inactive
0991438-DCA,,,Process Server Individual,Revoked,3/31/2003,Inactive
0972559-DCA,"EXCELLENT VARIETIES, INC.",MOON PHOTO & ELECTRONICS,Electronics Store,Suspended,4/3/2003,Inactive
0988448-DCA,"KHAN, NASRULLAH","A & B CONTRACTING, LLC",Home Improvement Contractor,Suspended,4/10/2003,Inactive
0995676-DCA,EVERLAST CONSTRUCTION CORP.,,Home Improvement Contractor,Suspended,4/10/2003,Inactive
0904875-DCA,"CLIFF GREEN & SONS SAFE & SOUND HOME IMPROVEMENTS, INC.",,Home Improvement Contractor,Revoked,4/17/2003,Inactive
1071432-DCA,"ALZAWKRI, MANSOOR S.",ALZAWKRI CANDY GROCERY STORE,Tobacco Retail Dealer,Surrendered,4/17/2003,Inactive
1040949-DCA,HRX COM. INC,,Home Improvement Contractor,Revoked,4/18/2003,Inactive
1090788-DCA,"MINIER, HUMBERTO A",MINIER GROCERY STORE,Tobacco Retail Dealer,Surrendered,4/23/2003,Inactive
1075284-DCA,"ZHU, SAI LING",MEI JUNG MEI CHINESE RESTAURANT,Tobacco Retail Dealer,Revoked,4/24/2003,Inactive
1086057-DCA,"ALKHADI, JAMAL H.",AZAL CONVENIENCE,Tobacco Retail Dealer,Surrendered,4/24/2003,Inactive
0941973-DCA,PRODIGY AUTO SALES INC.,,Secondhand Dealer - Auto,Revoked,4/25/2003,Inactive
0953938-DCA,MASTROCOLA CONTRACTING CORP.,.,Home Improvement Contractor,Suspended,4/25/2003,Inactive
0956609-DCA,QUALITY SERVICE CONSTRUCTION INC.,GENERAL CONSTRUCTION,Home Improvement Contractor,Suspended,4/25/2003,Inactive
0972875-DCA,SAGIB INTERNATIONAL CONS. CORP.,,Home Improvement Contractor,Revoked,4/25/2003,Inactive
0984412-DCA,TURBO CARPENTRY CORPORATION,,Home Improvement Contractor,Suspended,4/25/2003,Inactive
0999504-DCA,MIKE MAZZIO LTD.,MIKE'S TOWING,Tow Truck Company,Surrendered,4/25/2003,Inactive
1046426-DCA,"NEW 1702 GROCERY, INC.",,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1048690-DCA,KMITA KRYSTYNA,CHRISTINA'S GROCERY & DELICATESSEN,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1054723-DCA,"ALJASHUBI, SALEH",SHEBA DELI & GROCERY,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1055334-DCA,"PATEL, RAJENDRA R",AKSHAR NEWS STAND AND CANCLY,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1055864-DCA,"TUNG, HANG",NEW WAH KITCHEN,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1056505-DCA,"SAEIDI, MOHAMED",SAKR DELI GROCERY,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1068784-DCA,"PINA, JUAN",D & R FOOD CENTER,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1070181-DCA,"37 JAMES DREAM DELI, INC.",,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1070544-DCA,ASSOCIATED HOTEL SERVICES INC.,,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1096839-DCA,"SHALAN, ABDUL A",1759 DELI GROCERY,Tobacco Retail Dealer,Revoked,4/25/2003,Inactive
1044726-DCA,"AL-AMIN, HAMISULLAH",ADELS GROCERY,Tobacco Retail Dealer,Revoked,4/28/2003,Inactive
1111790-DCA,HI SONIC AUTO SOUND CORP.,,Electronics Store,Surrendered,4/29/2003,Inactive
0925230-DCA,"IVY PRODUCE, INC.",PINE TREE,Stoop Line Stand,Surrendered,4/30/2003,Inactive
0833092-DCA,ON THE SPOT AUTO COLLISION CORP,,Tow Truck Company,Surrendered,5/6/2003,Inactive
1107561-DCA,"KENNEY, GORDON S",,Newsstand,Revoked,5/6/2003,Inactive
0938797-DCA,"MBH CONSTRUCTION COMPANY, INC.",,Home Improvement Contractor,Revoked,5/7/2003,Inactive
1066900-DCA,"KHAN, JAWAID A.",,Tobacco Retail Dealer,Revoked,5/7/2003,Inactive
1028086-DCA,"R.E.B.S., INC.",,Sidewalk Cafe,Surrendered,5/12/2003,Inactive
1056148-DCA,"BEGUM, JAHANARA",UNION SQUARE NEWSSTAND,Tobacco Retail Dealer,Surrendered,5/12/2003,Inactive
1000172-DCA,DJ EXPRESS INC.,,Electronics Store,Surrendered,5/21/2003,Inactive
1056152-DCA,"HAMID, ABDUL",ROSE HILL PARK NEW STAND,Tobacco Retail Dealer,Revoked,5/21/2003,Inactive
1070104-DCA,BRYANT PARK NEWS CORPORATION,,Tobacco Retail Dealer,Revoked,5/21/2003,Inactive
1095284-DCA,"R.A.S. FOOD, INC.",,Sidewalk Cafe,Surrendered,5/21/2003,Inactive
1094847-DCA,DELICIOUS EXPRESS DELI CORP.,,Tobacco Retail Dealer,Revoked,5/22/2003,Inactive
1117888-DCA,AURY MINI GROCERY CORP.,,Tobacco Retail Dealer,Revoked,5/22/2003,Inactive
1003550-DCA,GIALOS CORPORATION,GALINI SEAFOOD RESTAURANT,Sidewalk Cafe,Surrendered,6/4/2003,Inactive
1052554-DCA,"ESPINAL, FIDEL",FRANK GROCERY STORE,Tobacco Retail Dealer,Surrendered,6/4/2003,Inactive
0697180-DCA,THE KATZ PARKING    SYSTEM INC,,Garage,Surrendered,6/5/2003,Inactive
0938836-DCA,"KINNEY SYSTEM OF MANHATTAN, INC.",,Garage,Surrendered,6/5/2003,Inactive
0832812-DCA,S & K AUTO BODY & REPAIR SHOP INC.,,Tow Truck Company,Surrendered,6/9/2003,Inactive
1044780-DCA,"TSENG, HUNG-WEN",TSENG STATIONARY,Tobacco Retail Dealer,Surrendered,6/9/2003,Inactive
1048869-DCA,"ZEITOUN, YVONNE",EVA'S GROCERY,Tobacco Retail Dealer,Suspended,6/9/2003,Inactive
1080620-DCA,"AMIGO'S HEALTH & BEAUTY, INC.",,Tobacco Retail Dealer,Suspended,6/9/2003,Inactive
