Neighborhood,Class,Units,YearBuilt,SqFt,Income,IncomePerSqFt,Expense,ExpensePerSqFt,NetIncome,Value,ValuePerSqFt,Boro
UPPER EAST SIDE (59-79),RR-CONDOMINIUM,45,2005,28035,1135698,40.51,280630,10.01,855068,6460000,230.43,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,306,1965,504238,21334310,42.31,5859246,11.62,15475064,116765997,231.57,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,127,1987,149981,7050607,47.01,2077237,13.85,4973370,37370999,249.17,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,204,1956,203938,8487900,41.62,2632840,12.91,5855060,44202005,216.74,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,20,1984,22283,903353,40.54,267396,12,635957,4804997,215.64,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,36,1988,70776,2887661,40.8,847189,11.97,2040472,15413000,217.77,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,75,1996,125555,5184166,41.29,1486571,11.84,3697595,27921006,222.38,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,13,2005,33133,1557582,47.01,458892,13.85,1098690,8239005,248.66,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,197,1985,238634,11103640,46.53,2980539,12.49,8123101,61062019,255.88,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,86,2000,187530,8635757,46.05,2087209,11.13,6548548,46750004,249.29,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,32,2008,61517,2600324,42.27,577029,9.38,2023295,15167996,246.57,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,34,2006,72659,2899094,39.9,619781,8.53,2279313,17228001,237.11,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,218,1999,310519,14063406,45.29,3959117,12.75,10104289,76058943,244.94,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,54,1985,55942,2300000,41.11,450000,8.04,1850000,14005996,250.37,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,158,1959,142140,4693463,33.02,1415714,9.96,3277749,24366002,171.42,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,128,2005,246580,9697991,39.33,2537308,10.29,7160683,54144989,219.58,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,1,2003,17326,908056,52.41,202887,11.71,705169,4271000,246.51,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,216,1984,248163,11063107,44.58,2610675,10.52,8452432,63623990,256.38,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,204,1990,322581,13164531,40.81,3245165,10.06,9919366,74924996,232.27,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,28,1910,19747,638421,32.33,190559,9.65,447862,3334000,168.84,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,11,2007,33480,1450354,43.32,332791,9.94,1117563,8420000,251.49,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,181,1999,200000,9210000,46.05,2226000,11.13,6984000,52514989,262.57,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,26,1900,24989,855623,34.24,279627,11.19,575996,4267999,170.8,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,208,1986,205982,9324805,45.27,2731321,13.26,6593484,49608999,240.84,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,120,1959,141945,4841744,34.11,1462034,10.3,3379710,25052000,176.49,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,53,2004,108075,4650000,43.03,1250000,11.57,3400000,25080014,232.06,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,146,1989,233223,9172661,39.33,2399865,10.29,6772796,51212001,219.58,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,343,1985,433098,20576486,47.51,5322774,12.29,15253712,114577981,264.55,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,95,1956,50038,1717304,34.32,545414,10.9,1171890,8682998,173.53,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,209,1986,317169,14358241,45.27,4205661,13.26,10152580,76387005,240.84,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,126,1973,199534,7063504,35.4,2198865,11.02,4864639,35962015,180.23,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,13,1926,50888,2404458,47.25,870185,17.1,1534273,11527000,226.52,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,50,1987,101117,4220624,41.74,952522,9.42,3268102,24668998,243.96,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,31,1981,50384,2146358,42.6,602089,11.95,1544269,9419308,186.95,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,9,1900,18949,630244,33.26,180773,9.54,449471,3347001,176.63,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,23,1929,52387,1903744,36.34,578876,11.05,1324868,9766998,186.44,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,92,1987,152249,6609129,43.41,1495085,9.82,5114044,38529999,253.07,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,54,1928,140295,6641565,47.34,1745270,12.44,4896295,36784000,262.19,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,12,1928,3812,156749,41.12,40750,10.69,115999,875997,229.8,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,46,1924,97767,4011380,41.03,1102812,11.28,2908568,21966005,224.68,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,18,1986,60288,2327117,38.6,641464,10.64,1685653,12753001,211.53,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,10,1920,45847,1837089,40.07,456178,9.95,1380911,10453999,228.02,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,29,1980,23232,941825,40.54,278784,12,663041,5009001,215.61,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,215,1984,299069,12088369,40.42,3729390,12.47,8358979,63158009,211.18,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,17,1985,25633,1003788,39.16,267865,10.45,735923,4686004,182.81,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,1985,138096,5994747,43.41,1356103,9.82,4638644,31019963,224.63,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,38,1929,62208,2167949,34.85,414927,6.67,1753022,4352534,69.97,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,30,1981,59931,2261197,37.73,504619,8.42,1756578,12900476,215.26,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,219,1987,285668,11620974,40.68,3359456,11.76,8261518,62412001,218.48,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,102,1986,82637,3139380,37.99,727206,8.8,2412174,18040006,218.3,Manhattan
UPPER EAST SIDE (79-96),RR-CONDOMINIUM,21,2007,63040,2692438,42.71,650573,10.32,2041865,13681000,217.02,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,98,2007,294700,10429433,35.39,2734816,9.28,7694617,43170195,146.49,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,65,1939,60335,2077334,34.43,624467,10.35,1452867,10762001,178.37,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,219,1981,346269,16669390,48.14,5104005,14.74,11565385,78320012,226.18,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,234,1991,343000,15671670,45.69,4085130,11.91,11586540,87150002,254.08,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,42,1928,50156,1717341,34.24,561246,11.19,1156095,8567001,170.81,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,59,1929,71863,2605034,36.25,676231,9.41,1928803,12274002,170.8,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,104,1962,88510,3223534,36.42,1038222,11.73,2185312,16107997,181.99,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,94,2003,199437,7574617,37.98,1705186,8.55,5869431,44424998,222.75,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,30,1989,43060,1686230,39.16,449977,10.45,1236253,9348997,217.12,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,59,1928,95534,3609275,37.78,1527589,15.99,2081686,15758001,164.95,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,100,1926,194747,8428650,43.28,2469392,12.68,5959258,44901001,230.56,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,147,1963,175375,5750546,32.79,1753750,10,3996796,29724994,169.49,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,61,1985,99039,3762492,37.99,809149,8.17,2953343,18810027,189.93,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,40,1974,28559,967008,33.86,260458,9.12,706550,5243001,183.58,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,165,2007,274377,10791247,39.33,2787670,10.16,8003577,60519001,220.57,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,60,1981,59228,2099040,35.44,413411,6.98,1685629,12429999,209.87,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,253,1987,235069,9501489,40.42,2931310,12.47,6570179,49642005,211.18,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,1258,1975,1496819,56010967,37.42,15866281,10.6,40144686,295182007,197.21,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,290,1985,391767,13378843,34.15,3901999,9.96,9476844,70234998,179.28,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,43,1989,43065,1686425,39.16,450029,10.45,1236396,9350000,217.11,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,22,2007,37488,1519764,40.54,449856,12,1069908,8082999,215.62,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,328,1973,331552,12376836,37.33,3749853,11.31,8626983,63448001,191.37,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,149,1998,213419,8967866,42.02,2100043,9.84,6867823,51833004,242.87,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,14,1915,7921,274542,34.66,73586,9.29,200956,1488001,187.86,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,59,2008,106286,4288640,40.35,1003340,9.44,3285300,24825001,233.57,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,163,1988,273330,11632925,42.56,3312760,12.12,8320165,62770002,229.65,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,26,1910,13796,478169,34.66,128165,9.29,350004,2590998,187.81,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,31,1987,25593,1037540,40.54,307116,12,730424,5518001,215.61,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,154,2000,181821,6905562,37.98,1554570,8.55,5350992,40501003,222.75,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,221,1987,220209,8867816,40.27,2276961,10.34,6590855,49801996,226.16,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,18,1987,17550,711477,40.54,210600,12,500877,3784001,215.61,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,108,1989,117992,3848899,32.62,1463101,12.4,2385798,13937004,118.12,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,120,2005,180466,7043588,39.03,1856995,10.29,5186593,39226998,217.37,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,88,1986,105768,4414756,41.74,996335,9.42,3418421,25802995,243.96,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,45,1935,51750,1721205,33.26,493695,9.54,1227510,9120001,176.23,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,142,1986,167332,6587861,39.37,1427342,8.53,5160519,39020997,233.2,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,82,1910,109500,3799650,34.7,1168365,10.67,2631285,19479000,177.89,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,197,1963,163567,4996972,30.55,1195675,7.31,3801297,28420997,173.76,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,128,1999,112798,4104719,36.39,1012926,8.98,3091793,22791005,202.05,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,91,1986,81223,2747774,33.83,732631,9.02,2015143,14956004,184.14,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,163,1964,103108,3202534,31.06,1041391,10.1,2161143,16141004,156.54,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,68,1981,137403,5107270,37.17,1247619,9.08,3859651,28396000,206.66,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,16,1925,18290,637407,34.85,121994,6.67,515413,3813999,208.53,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,82,1988,118052,4387993,37.17,1071912,9.08,3316081,24397008,206.66,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,32,1910,12888,449147,34.85,85963,6.67,363184,2688006,208.57,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,40,1999,119396,4983589,41.74,1124710,9.42,3858879,28159988,235.85,Manhattan
UPPER EAST SIDE (79-96),R4-CONDOMINIUM,97,2005,268404,11423274,42.56,3253056,12.12,8170218,60619993,225.85,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,129,2003,163480,3876111,23.71,1741062,10.65,2135049,15564004,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,248,2006,395140,9368769,23.71,4208241,10.65,5160528,37619038,95.2,Manhattan
UPPER EAST SIDE (96-110),R4-CONDOMINIUM,60,1924,108700,4088207,37.61,1147872,10.56,2940335,21611000,198.81,Manhattan
UPPER EAST SIDE (96-110),R4-CONDOMINIUM,9,2005,29100,861360,29.6,165870,5.7,695490,4894993,168.21,Manhattan
UPPER EAST SIDE (96-110),R4-CONDOMINIUM,51,1928,120464,4530651,37.61,1272100,10.56,3258551,22660019,188.11,Manhattan
UPPER EAST SIDE (96-110),R4-CONDOMINIUM,59,1925,63284,2003571,31.66,785354,12.41,1218217,9088000,143.61,Manhattan
UPPER EAST SIDE (96-110),R4-CONDOMINIUM,11,2003,7742,235744,30.45,92517,11.95,143227,1070999,138.34,Manhattan
HARLEM-EAST,RR-CONDOMINIUM,17,2007,17666,277886,15.73,145038,8.21,132848,909000,51.45,Manhattan
HARLEM-EAST,RR-CONDOMINIUM,63,2007,71948,1241822,17.26,640337,8.9,601485,4343000,60.36,Manhattan
HARLEM-EAST,RR-CONDOMINIUM,55,2009,43516,1253696,28.81,274586,6.31,979110,1443453,33.17,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,13,2004,6342,219814,34.66,58917,9.29,160897,1190997,187.8,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,11,2006,12184,436675,35.84,101371,8.32,335304,2477002,203.3,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,68,2006,65699,1764018,26.85,492743,7.5,1271275,9188003,139.85,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,22,2007,35435,1150000,32.45,460000,12.98,690000,5138000,145,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,19,2007,26231,830473,31.66,325527,12.41,504946,3767000,143.61,Manhattan
HARLEM-EAST,RR-CONDOMINIUM,17,1987,22626,133960,5.92,67000,2.96,66960,398000,17.59,Manhattan
HARLEM-EAST,RR-CONDOMINIUM,263,2005,241417,10028462,41.54,2505908,10.38,7522554,56522000,234.13,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,22,2003,25721,896120,34.84,277015,10.77,619105,4582000,178.14,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,12,1910,12222,386949,31.66,151675,12.41,235274,1755000,143.59,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,41,2007,32660,994497,30.45,390287,11.95,604210,4518002,138.33,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,36,1929,33280,873600,26.25,263578,7.92,610022,4415008,132.66,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,33,1926,46998,945130,20.11,291388,6.2,653742,4673999,99.45,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,28,2007,25174,926907,36.82,250733,9.96,676174,4979007,197.78,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,31,2006,32483,1196024,36.82,323531,9.96,872493,6424998,197.8,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,35,2007,38481,1033215,26.85,288608,7.5,744607,5381001,139.84,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,20,2004,22295,820902,36.82,222058,9.96,598844,4409998,197.8,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,9,2005,10833,377422,34.84,116671,10.77,260751,1973999,182.22,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,15,2007,21472,705570,32.86,248431,11.57,457139,3399005,158.3,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,36,1909,40987,793918,19.37,367244,8.96,426674,3059002,74.63,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,24,1900,27073,524404,19.37,242574,8.96,281830,2020998,74.65,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,23,2005,32150,901486,28.04,396410,12.33,505076,3636003,113.09,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,21,1920,24795,400439,16.15,224891,9.07,175548,927302,37.4,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,77,2005,131237,3850000,29.34,1250000,9.52,2600000,19536003,148.86,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,34,1898,28408,540888,19.04,183516,6.46,357372,2364979,83.25,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,125,2007,120394,2854542,23.71,1282196,10.65,1572346,11462000,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,56,2009,51845,1500000,28.93,460000,8.87,1040000,7785000,150.16,Manhattan
HARLEM-CENTRAL,RR-CONDOMINIUM,49,2007,53079,1485000,27.98,500000,9.42,985000,6098000,114.89,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,158,2007,312279,10220892,32.73,3961618,12.69,6259274,46609995,149.26,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,12,2005,12000,483000,40.25,153240,12.77,329760,2491999,207.67,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,18,2004,15023,604676,40.25,191844,12.77,412832,3119999,207.68,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,13,2007,24731,812661,32.86,286138,11.57,526523,3915001,158.3,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,13,2008,13879,435939,31.41,130879,9.43,305060,2275003,163.92,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,28,2006,35526,1429922,40.25,453667,12.77,976255,7377001,207.65,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,11,2006,16737,549978,32.86,193647,11.57,356331,2649998,158.33,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,20,2008,16136,562178,34.84,173785,10.77,388393,2875006,178.17,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,11,2007,12026,387959,32.26,144192,11.99,243767,1764000,146.68,Manhattan
HARLEM-EAST,R4-CONDOMINIUM,12,2006,9745,320221,32.86,112750,11.57,207471,1542999,158.34,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,35,1910,36637,868663,23.71,390184,10.65,478479,3487998,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,17,1900,22039,522545,23.71,234715,10.65,287830,2097999,95.19,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,85,2006,94012,3240594,34.47,1119683,11.91,2120911,15709016,167.1,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,24,1915,24090,728963,30.26,218496,9.07,510467,3807000,158.03,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,54,1915,58429,1322833,22.64,637460,10.91,685373,4323007,73.99,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,15,1900,18567,359643,19.37,166360,8.96,193283,1386000,74.65,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,32,2006,57450,1362140,23.71,611843,10.65,750297,5469000,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,35,1911,48636,1153160,23.71,517973,10.65,635187,4630002,95.2,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,14,1900,18448,357338,19.37,165294,8.96,192044,1377000,74.64,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,13,1920,23700,459069,19.37,212352,8.96,246717,1768999,74.64,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,35,2006,66215,1569958,23.71,705190,10.65,864768,6304012,95.21,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,33,1900,28560,677158,23.71,304164,10.65,372994,3837433,134.36,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,15,2005,20184,478563,23.71,214960,10.65,263603,1921999,95.22,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,38,2008,42068,1068948,25.41,267132,6.35,801816,1127503,26.8,Manhattan
HARLEM-CENTRAL,R4-CONDOMINIUM,36,2007,49200,1166532,23.71,523980,10.65,642552,4683998,95.2,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,20,1900,13885,389335,28.04,171202,12.33,218133,1570001,113.07,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,414,1961,390628,8902412,22.79,3671903,9.4,5230509,22549629,57.73,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,413,1961,390628,10472737,26.81,3289088,8.42,7183649,22549639,57.73,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,414,1960,390628,10472737,26.81,3289088,8.42,7183649,22549605,57.73,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,414,1960,390628,10472737,26.81,3289088,8.42,7183649,22549620,57.73,Manhattan
MANHATTAN VALLEY,RR-CONDOMINIUM,56,2007,53985,1728060,32.01,512858,9.5,1215202,9049000,167.62,Manhattan
MANHATTAN VALLEY,RR-CONDOMINIUM,132,2007,127758,4071647,31.87,1082110,8.47,2989537,38681000,302.77,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,88,1902,88060,2345038,26.63,891167,10.12,1453871,10511993,119.37,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,60,1941,47400,1262262,26.63,479688,10.12,782574,3893996,82.15,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,61,1941,48500,1671795,34.47,577635,11.91,1094160,5445011,112.27,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,98,2002,220057,6689733,30.4,2715503,12.34,3974230,29722998,135.07,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,99,1929,115824,2707965,23.38,826983,7.14,1880982,8095998,69.9,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,342,1989,341224,9926206,29.09,4145872,12.15,5780334,43379990,127.13,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,267,1986,281819,8198115,29.09,3424353,12.15,4773762,35826001,127.12,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,25,2005,50523,1469714,29.09,613854,12.15,855860,6423000,127.13,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,12,2007,12499,317600,25.41,130365,10.43,187235,1357999,108.65,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,15,2004,21583,491661,22.78,197700,9.16,293961,2147000,99.48,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,14,1900,24987,445018,17.81,209641,8.39,235377,1696998,67.92,Manhattan
MANHATTAN VALLEY,R4-CONDOMINIUM,73,2007,152994,3786602,24.75,1341757,8.77,2444845,17769001,116.14,Manhattan
UPPER WEST SIDE (96-116),RR-CONDOMINIUM,207,1988,276305,8764395,31.72,2591741,9.38,6172654,44188000,159.92,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,359,2008,362220,11355597,31.35,3531645,9.75,7823952,58633000,161.87,Manhattan
UPPER WEST SIDE (96-116),RR-CONDOMINIUM,100,2008,77882,3600000,46.22,935000,12.01,2665000,24702404,317.18,Manhattan
UPPER WEST SIDE (96-116),RR-CONDOMINIUM,56,1990,39543,1108786,28.04,487565,12.33,621221,4472000,113.09,Manhattan
UPPER WEST SIDE (96-116),RR-CONDOMINIUM,25,1920,35792,204503,5.71,102250,2.86,102253,454300,12.69,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,302,1983,358000,11982260,33.47,4227980,11.81,7754280,46419746,129.66,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,56,1901,80242,2300000,28.66,870000,10.84,1430000,10745000,133.91,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,61,1914,97950,2500000,25.52,900000,9.19,1600000,11653997,118.98,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,166,1923,267321,6910248,25.85,2331039,8.72,4579209,33171002,124.09,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,31,1920,49780,1576035,31.66,617770,12.41,958265,7148998,143.61,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,32,1912,32752,1170229,35.73,348809,10.65,821420,6068000,185.27,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,68,2006,152422,6107550,40.07,1964720,12.89,4142830,31309001,205.41,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,64,2005,132905,5325503,40.07,1713145,12.89,3612358,27300000,205.41,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,46,1930,33324,1055038,31.66,413551,12.41,641487,4785005,143.59,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,64,2004,133872,4167435,31.13,1137912,8.5,3029523,22624000,169,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,148,1920,107102,2711823,25.32,645825,6.03,2065998,14994009,140,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,36,1911,59769,1848000,30.92,571390,9.56,1276610,9538001,159.58,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,49,1900,55578,1718472,30.92,531326,9.56,1187146,8869003,159.58,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,56,1920,70493,2180000,30.93,675000,9.58,1505000,11244005,159.51,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,55,2005,79805,2622392,32.86,923344,11.57,1699048,12633998,158.31,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,71,1990,46573,1418148,30.45,556547,11.95,861601,6443002,138.34,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,61,1920,90386,1500000,16.6,680000,7.52,820000,5389975,59.63,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,33,1910,39500,815000,20.63,316000,8,499000,3666998,92.84,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,33,1940,45120,1346832,29.85,558134,12.37,788698,5910000,130.98,Manhattan
UPPER WEST SIDE (96-116),R4-CONDOMINIUM,76,1920,116255,1825204,15.7,685905,5.9,1139299,7794000,67.04,Manhattan
